"Date","Depth..m.","Temp...degC.","Sal.","Cond...mS.cm.","EC25..µS.cm.","Density..kg.m3.","SigmaT","Chl.Flu...ppb.","Chl.a..µg.l.","Turb...FTU.","pH","DO....","Weiss.DO..mg.l.","Quant...µmol..m2.s..","Mark","G.G.DO..mg.l.","B.K.DO..mg.l.","X","Station"
"5/24/2022 4:59:04 PM",1.347,29.52,50.649,80.005,72768.1,1033.694,33.688,0.109,0.109,0.044,7.803,85.613,4.831,87.509,0,4.841,4.844,NA,10
"5/24/2022 4:59:04 PM",1.496,29.521,50.653,80.01,72772.7,1033.697,33.691,0.109,0.109,0.029,7.805,85.696,4.836,85.3,0,4.846,4.849,NA,10
"5/24/2022 4:59:04 PM",1.736,29.523,50.66,80.024,72781.7,1033.703,33.696,0.117,0.117,0.058,7.812,85.736,4.838,81.137,0,4.848,4.851,NA,10
"5/24/2022 4:59:05 PM",1.851,29.522,50.677,80.045,72802.2,1033.716,33.708,0.117,0.117,0.102,7.818,85.714,4.837,80.627,0,4.847,4.85,NA,10
"5/24/2022 4:59:05 PM",1.927,29.522,50.681,80.05,72807.4,1033.72,33.711,0.117,0.117,0.146,7.821,85.736,4.838,81.052,0,4.848,4.851,NA,10
"5/24/2022 4:59:05 PM",1.929,29.522,50.684,80.055,72811.1,1033.722,33.714,0.109,0.109,0.073,7.823,85.7,4.836,78.673,0,4.846,4.849,NA,10
"5/24/2022 4:59:05 PM",1.851,29.523,50.686,80.058,72813.2,1033.723,33.715,0.109,0.109,0.073,7.825,85.751,4.838,77.229,0,4.849,4.852,NA,10
"5/24/2022 4:59:05 PM",1.741,29.525,50.681,80.055,72807.9,1033.718,33.711,0.101,0.101,0.044,7.824,85.726,4.838,75.954,0,4.848,4.851,NA,10
"5/24/2022 4:59:06 PM",1.705,29.525,50.683,80.057,72809.8,1033.72,33.712,0.117,0.117,0.073,7.827,85.662,4.834,71.112,0,4.844,4.847,NA,10
"5/24/2022 4:59:06 PM",1.601,29.525,50.681,80.056,72807.7,1033.718,33.711,0.109,0.109,0.102,7.825,85.709,4.837,68.223,0,4.847,4.85,NA,10
"5/24/2022 4:59:06 PM",1.545,29.526,50.681,80.057,72807.6,1033.717,33.711,0.117,0.117,0.087,7.828,85.625,4.832,68.223,0,4.843,4.846,NA,10
"5/24/2022 4:59:06 PM",1.529,29.526,50.68,80.054,72805.2,1033.716,33.709,0.101,0.101,0.029,7.832,85.653,4.834,59.047,0,4.845,4.848,NA,10
"5/24/2022 4:59:06 PM",1.533,29.525,50.679,80.053,72804.9,1033.716,33.709,0.117,0.117,0.044,7.832,85.582,4.83,53.355,0,4.84,4.843,NA,10
"5/24/2022 4:59:07 PM",1.582,29.525,50.681,80.055,72807.1,1033.717,33.711,0.125,0.125,0.044,7.832,85.57,4.83,51.656,0,4.84,4.843,NA,10
"5/24/2022 4:59:07 PM",1.616,29.523,50.684,80.057,72810.7,1033.72,33.713,0.117,0.117,0.073,7.838,85.624,4.833,50.296,0,4.843,4.846,NA,10
"5/24/2022 4:59:07 PM",1.684,29.523,50.681,80.053,72808,1033.719,33.712,0.101,0.101,0.102,7.828,85.607,4.832,47.578,0,4.842,4.845,NA,10
"5/24/2022 4:59:07 PM",1.757,29.524,50.685,80.058,72811.9,1033.721,33.714,0.101,0.101,0.015,7.831,85.531,4.827,42.395,0,4.838,4.841,NA,10
"5/24/2022 4:59:07 PM",1.78,29.523,50.689,80.063,72817,1033.725,33.717,0.094,0.094,0.087,7.833,85.565,4.83,42.735,0,4.84,4.843,NA,10
"5/24/2022 4:59:08 PM",1.806,29.526,50.691,80.069,72819.2,1033.725,33.718,0.101,0.101,0.073,7.838,85.628,4.833,44.179,0,4.843,4.846,NA,10
"5/24/2022 4:59:08 PM",1.809,29.528,50.691,80.072,72819,1033.725,33.717,0.101,0.101,0.087,7.838,85.595,4.832,45.199,0,4.842,4.845,NA,10
