// AAQ-RINKO Series AAQ-PRO2 Communication Software
// Version 1.07
// File Date:2022/05/16 08:39:26
// (C) JFE Advantech Co., Ltd.

[Format]
FormatVersion=1.00
DataFormat=1
Delimiter=0
MeasMode=0
Model=PRO2

[Head]
SondeName=AAQ176-CAD
SondeNo=0203
SensorType=D0D1T1C1C2K0U3O0TOP0TPQ0
SensorType2=030303030303030303030303
Channel=12
Comment=

PreHeat=1000
Interval=200
SampleCnt=630

StartTime=2022/05/16 08:39:26
EndTime=2022/05/16 08:41:34

DepAdjRho=1.0250

ECA=0
ECB=1
ECDeg=25
ECCoef=0.022

CHLA=0
CHLB=1

PC_SWA=0
PC_SWB=1
PC_SWC=0
PC_SWD=0

DepthZero=0.06
StartDepthA=-0.0599997811341267
StartDepthB=-0.0615015012020064

FilmNo=132002A
UseMicroMol=0

CoefDate=2013/12/04 15:09:19

Ch1=-5.57504600e-02,1.761468000e-05,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch2=0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch3=-5.42696500e00,1.069766000e-03,-1.25829700e-08,2.908103000e-13,-3.55209300e-18,2.587823000e-23,0.000000000e00,0.000000000e00,
Ch4=8.422311000e-03,3.828018000e01,-4.82623500e-02,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch5=0.000000000e00,1.0000000000000,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch6=-5.17189500e00,7.800747000e-03,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch7=-9.52763100e00,1.444397000e-02,8.803937000e-08,-2.05935200e-13,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch8=-4.20210900e01,2.284779000e06,-6.28081300e03,1.020000000e-02,4.400000000e-03,0.000000000e00,-1.27905260e00,1.001023900e00,
Ch9=-5.65509000e00,1.025266000e-03,-8.37467000e-09,1.094405000e-13,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch10=6.513151200e00,4.097787250e-04,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch11=-5.06316300e00,1.735190000e-03,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch12=-8.02874000e01,8.496021000e-02,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,

[Item]
Date,Depth [m],Temp. [degC],Sal.,Cond. [mS/cm],EC25 [µS/cm],Density [kg/m3],SigmaT,Chl-Flu. [ppb],Chl-a [µg/l],Turb. [FTU],pH,DO [%],Weiss-DO [mg/l],Quant. [µmol/(m2*s)],Mark,G&G-DO [mg/l],B&K-DO [mg/l],
5/16/2022 8:39:26 AM,0.000,29.520,49.297,78.147,71079.3,1032.664,32.664,0.281,0.281,0.102,8.272,87.734,5.102,279.689,0,5.114,5.117,
5/16/2022 8:39:26 AM,0.000,29.519,49.298,78.147,71080.2,1032.665,32.665,0.281,0.281,0.116,8.272,87.740,5.102,279.604,0,5.114,5.117,
5/16/2022 8:39:26 AM,0.000,29.521,49.294,78.145,71075.3,1032.661,32.661,0.296,0.296,0.116,8.271,87.842,5.108,279.519,0,5.120,5.123,
5/16/2022 8:39:27 AM,0.000,29.521,49.306,78.160,71089.8,1032.670,32.670,0.296,0.296,0.131,8.271,87.730,5.101,280.369,0,5.113,5.116,
5/16/2022 8:39:27 AM,0.000,29.522,49.299,78.153,71081.2,1032.664,32.665,0.296,0.296,0.116,8.271,87.709,5.099,280.539,0,5.111,5.114,
5/16/2022 8:39:27 AM,0.000,29.523,49.295,78.149,71076.5,1032.661,32.662,0.289,0.289,0.102,8.271,87.661,5.096,281.048,0,5.108,5.111,
5/16/2022 8:39:27 AM,0.000,29.522,49.295,78.147,71075.8,1032.661,32.661,0.296,0.296,0.131,8.270,87.701,5.098,281.473,0,5.110,5.113,
5/16/2022 8:39:27 AM,0.000,29.525,49.290,78.144,71069.5,1032.657,32.657,0.312,0.312,0.102,8.270,87.673,5.097,281.643,0,5.109,5.112,
5/16/2022 8:39:28 AM,0.000,29.527,49.284,78.138,71061.2,1032.651,32.651,0.304,0.304,0.116,8.271,87.657,5.096,282.578,0,5.108,5.111,
5/16/2022 8:39:28 AM,0.000,29.527,49.282,78.136,71058.5,1032.649,32.650,0.312,0.312,0.146,8.271,87.697,5.099,282.578,0,5.111,5.114,
5/16/2022 8:39:28 AM,0.000,29.527,49.279,78.131,71054.9,1032.647,32.647,0.312,0.312,0.131,8.271,87.670,5.098,282.663,0,5.110,5.113,
5/16/2022 8:39:28 AM,0.000,29.525,49.271,78.119,71046.0,1032.642,32.643,0.304,0.304,0.131,8.270,87.562,5.092,282.068,0,5.104,5.107,
5/16/2022 8:39:28 AM,0.000,29.521,49.267,78.107,71040.8,1032.640,32.641,0.304,0.304,0.131,8.270,87.599,5.095,280.624,0,5.107,5.110,
5/16/2022 8:39:29 AM,0.000,29.521,49.267,78.106,71040.7,1032.640,32.641,0.304,0.304,0.131,8.270,87.593,5.095,279.944,0,5.107,5.110,
5/16/2022 8:39:29 AM,0.000,29.515,49.282,78.118,71060.2,1032.654,32.654,0.296,0.296,0.131,8.269,87.712,5.102,279.519,0,5.114,5.117,
5/16/2022 8:39:29 AM,0.000,29.512,49.286,78.120,71066.5,1032.659,32.659,0.289,0.289,0.116,8.269,87.620,5.096,279.689,0,5.108,5.111,
5/16/2022 8:39:29 AM,0.000,29.515,49.287,78.125,71066.3,1032.658,32.658,0.289,0.289,0.102,8.268,87.630,5.097,280.199,0,5.109,5.112,
